"id","visit","center","bia1a","bia1a1","bia1a2","bia1c","bia1c1","bia2a","bia2a1","bia2c","bia2c1","bia3a","bia3a1","bia3c","bia3c1","bia4a","bia4a1","bia4c","bia4c1","bia5a","bia5a1","bia5c","bia5c1","bia6a","bia6a1","bia6c","bia6c1","bia7a","bia7a1","bia7c","bia7c1","bia8","bia1b","bia1d","bia2b","bia2d","bia3b","bia3d","bia4b","bia4d","bia5b","bia5d","bia6b","bia6d","bia7b","bia7d","bia9"
"EA44033",8,"EA","WALK AWAY AND ASK ANOTHER PERSON IF THEY HAVE A BALL",,,"PLAY WITH ANOTHER CHILD AND NOT WORRY ABOUT PLAY","ING WITH THE BALL.","KEEP WALKING AND SEE IF THE PERSON HITS ME OR NOT.",,"TURN AROUND AND WALK THE OTHER WAY.",,"SAY NO MY PARENTS GAVE ME THIS MONEY SO I COULD GET ASODA BEFORE OR AFT","ER THE GAME.","IF PERSON KEEPS ASKING THEN YOU CAN GIVE THE P","ERSON YOUR MONEY SO THEY WONT KEEP BUGGING YOU BUT YOU'LL BE MAD WHEN HOME","GO TELL THEIR PARENTS",,"WALK UP TO THE PERSON AND SAY STOP TALKING ABO","UT ME.","SAY I WAS HERE FIRST AND YOU JU","ST CAME HERE, YOU CAN'T PUSH NOBODY OUT OF LINE.","SAY YOU DON'T HAVE NO MANNERS, USE YOUR MANNER","S AND ASK IF YOU CAN GET IN LINE IN FRONT OF ME.","GO AND TRY TO BREAK UP FIGHT, PUSH","KIDS OFF OF EACH OTHER.","GO TELL AN ADULT",,"GO TRY TO TALK YOUR FRINED INTO STOP FIGHTING WITH","THE OTHER PERSON.","TELL SOMEONE THAT IS OLDER THAT YOUR FRIEND IS","FIGHTING OTHER PEOPLE AND THAT IT IS NOT NECESSARY.","KRW",5,5,7,5,1,5,4,1,1,1,7,4,1,4,1/15/1999
"EA44040",8,"EA","BEG HIM",,,"WALK AWAY",,"GET SCARED- MOVE OVER",,"RUN",,"SAY ""NO""",,"CALL MY MOMMY",,"TELL THEM NOT TO.",,"IF I AM IN SCHOOL, I WOULD TELL THE TEACHER.",,"GET BACK IN FRONT OF HIM.",,"IT THERE IS A GROWN-UP, I WJOULD TELL THEM WHA","T HE DID.","I WOULD TELL THEM TO CALM DOWN.",,"I WOULD TELL THEM TO SAY THEY ARE SORRY.",,"I WOULD SAY ""BREAK IT UP, BREAK IT UP""",,"GO GET HELP.",,"CET",1,5,5,5,1,4,1,4,7,4,1,1,1,4,3/15/1998
"EA44058",8,"EA","WALK AWAY, DONT DO NOTHING.",,,"NOTHING, JUST WALK AWAY",,"HIT HIM BACK.",,"TELL HIS MOTHER ON HIM.",,"SAY ""NO"",  AND NOT GIVE HIM ANY MONEY.",,"I WOULD NOT GIVE HIM ANY MONEY AT ALL.",,"I WOULD TELL HIS MOTHER, I WOULD","HIT HIM.","I WOULD TELL MY MOTHER, BECAUSE HE IS TELLING","NASTY STORIES ABOUT ME.","I WOULD PUSH HIM BACK AND HIT H","IM.","I WOULD TELL HIS MOTHER ON HIM.",,"I WOULD TELL THE PARENTS OF THE BOY","FIGHTING, JUST SO I COULD TELL ON HIM.","TELL THEM TO STOP FIGHTING.",,"I WOULD MY FRIEND'S FATHER, SO I COULD GET HELP.",,"I WOULD TELL THEM TO STOP FIGHTING WITH EACH","OTHER.","BEB",5,5,2,4,1,7,2,4,2,4,4,1,4,1,8/15/1996
"EA44072",8,"EA","HURRY AND GO BY ANOTHER BASKET BALL",,,"GO TELL MY MOM, IF HE WAS MY BROTHER.  I WOUD GO","TELL HIS MOM.","I WOULD RUN HOME",,"I WOULD GO TELL MY MOM THAT HE WAS GETTING REA","DY TO HIT ME, I THOUGHT HE WAS.","I WOULD RUN SOMEWHERE TO HIDE.",,"I WOULD",,"I WOULD TURN AROUND AND TALK ABOU","T SOMETHING ABOUT HIM.","I WOULD RUN AND THEN COME BACK AND HIT HIM WIT","H A BASEBALL BAT AND HE STARTS TO CRY.","I WOULD PUSH HIM OUT OF THE LIN","E","I WOULD GO TO WHERE THE TELEPHONE IS AND CALL","MY MOM AND TELL HER TO PICK ME UP.","I WOUD GET IN THE MIDDE OF THEM AND","PUT MY HANDS LIKE THIS (GESTURING WITH ARMS EXTENDED).","I WOULD GO TO BOTH OF THEIR MOM'S HOUSES AND T","ELL THAT THEY ARE BOTH FIGHTING EACH OTHER.","I WOULD TEL MY FRIEND TO JUST DON'T GET MAD BECAUS","E HE IS TRYING TO GET YOU IN TROUBLE BY YOUR MOM.","I WOULD RUN HOME AND GO TO MY ROOM AND CALM DO","WN BECAUSE I KNEW I WAS GOING TO GET INTO A FIGHT WITH HIM.","KW",5,4,5,4,5,22,3,2,2,4,7,4,1,5,8/15/1998
"EA44086",8,"EA","ASK HIM-IF YOU WOULD LET THATBALLWE WILL BECOME FRIENDS",,,"INVITE HER TO  MY HOUSE",,"RUN AWAY",,"I WOULD  WALK CLOSE TO THE FENCE.",,"I WOULD TELL HIM THAT I OULNDT GIVE YOU THE MONEY B/C I EARNED IT & YOU","DIDNT","NOTHING",,"MAKE UP NASTY STORIES ABOUT HER",,"NOTHING ELSE-I WOULD TELL MY MOTHER & SHE OWUD","TELL HER MOTHER & SHE WOULD BE PUNISHED FOREVER","PUSH THEM BACK & TELL THE TEACH","ER","TELL MY MOTHER IF SHES IN THE BUILDING",,"BREAK IT UP",,"TELL THE COACH",,"HELP MY FRIEND",,"TELL MY FRIEND -COME ON LETS LEAVE",,"ACG",6,6,5,5,1,22,3,4,2,4,22,4,22,1,5/15/1998
"EA44094",8,"EA","NOTHING",,,"NOTHING",,"HIT HIM BACK",,"THAT'S IT",,"BEAT HIM UP",,"NOTHING",,"NOTHING",,"NOTHING",,"PUSH THEM BACK",,"PUSH THEM AGAIN AND MAKE THEM GET OUT OF LINE",,"BREAK UP THE FIGHT- PUSH THEM AWAY","FROM EACH OTHER","GO ABOUT MY BUSINESS",,"BREAK IT UP- I WOULD SAY BREAK IT UP",,"I WOULD GET IN IT AND START FIGHTING",,"CET",22,22,2,22,2,22,22,22,2,2,7,5,1,2,4/15/1998
"EA44126",8,"EA","ASK SOMEBODY ELSE FOR A BALL",,,"GO ASK MY BROTHER",,"MOVE AWAY",,"GO HOME",,"I WOULD GO SOMEWHERE ELSE",,"I WOULD SAY NO",,"I WOULD TELL HIM THAT IF HE WANTS","TO TALK TO ME SAY IT TO MY FACE","I WOULD WALK AWAY",,"PUSH HIM BACK",,"SAY DON'T PUSH ME WHILE I AM GETTING WATER",,"STOP IT BY PUSHING ONE OF THE BOYS","ON THE SIDE AND PUT THE OTHER BOY ON THE OTHER SIDE","NOTHING ELSE",,"I WOULD GET MY FRIEND FROM THE KID THAT WAS FIGHTI","NG BY ASKING HIM TO COME WITH ME AND WE WOULD WALK AWAY","NOTHING ELSE",,"CET",5,5,5,5,5,1,1,5,2,1,2,22,1,22,2/15/1998
"EA44144",8,"EA","I WOULD SAY IF YOU DON'T LET ME HOLD THE BALL I WILL TELL THE COACH, SO THE","COACH WILL TELL HIM TO SHARE THE BALL",,"GET MY OWN BALL FROM MY HOUSE",,"I WOULD SAY, ""WHY YOU FEEL MAD? DO YOU WANT TO GO HOME WITH ME AND PLAY?""",,"I WOULD SAY, ""I'VE GOT SOME CANDY DO YOU WANT","SOME?""","I WOULD SAY, ""IF I HAVE LEFT OVER MONEY I WILL GIVE YOU SOME""",,"I MIGHT SAY, ""STAY RIGHT HERE"" AND THEN GO","HOME AND GET SOME MORE MONEY FOR THE PERSON","I WOULD SAY, ""HEY I KNOW SOME","NASTY STORIES ABOUT YOU SO STOP SAYING NASTY STORIES ABOUT ME""","I WOULD RAISE MY HAND AND TELL THE PRINCIPAL",,"I WOULD SAY, ""HEY, YOU CAN GO","IN FRONT OF ME I DON'T CARE, BUT DON'T PUSH NO MORE""","I WOULD SAY, ""CAN YOU WAIT UNTIL IT IS YOUR","TURN?""","I WOULD SAY ""HEY YOU TWO, IF YOU","DON'T STOP FIGHTING THEN I WONT GIVE YOU ANY CANDY""","I MIGHT SAY, ""STOP FIGHTING OR I WONT LET YOU","HOLD MY DOG""","I WOULD SAY, ""YOU BETTER STOP FIGHTING WITH MY","FRIEND""","I WOULD GO HOME AND TELL MY FRIEND'S MOTHER","SO SHE CAN GO OVER AND TELL HIM TO STOP","BEB",3,5,6,6,6,6,3,4,1,1,6,6,1,4,3/15/1998
"EA44159",8,"EA","I WOULD JUST GO HOME AND ASK ONE OF MY FRIENDS IF I COULD HOLD THEIR BALL",,,"I WOULD ASK MY MOM AND DAD CAN THEY BUY ME A","BASKETBALL","I WOULD ASK HIM IF HE IS OK",,"DONT KNOW",,"I WOULD NOT GIVE HIM MY MONEY",,"I WOULD WALK AWAY",,"I WOULD NOT PAY HIM ANY MIND, JUS","T IGNORE HIM","I WOULD WALK AWAY AND GO PLAY WITH MY FRIENDS",,"I WOULD TELL A GROWN UP, SO THE","Y CAN HELP ME","DONT KNOW",,"I WOULD BREAK IT UP,I WOULD TAKE TH","EM AWAY FROM EACH OTHER","I WOULD TELL A GROWN UP, SO THEY CAN HELP ME",,"I WOULD TELL MY FRIEND TO STOP",,"I WOULD TELL A PARENT TO HELP ME",,"BEB",5,5,1,22,7,5,5,5,4,22,7,4,1,4,7/15/1997
"EA44160",8,"EA","BEAT HIM UP",,,"TAKE THE BALL FROM HIM AFTER I BEAT HIM UP",,"BEAT HIM UP",,"KNOCK HIM OUT",,"BANG HIM IN HIS MOUTH",,"I'D SAY GIVE ME YOUR MONEY",,"KNOCK HIM OUT",,"STAY STUFF IN FRONT OF HIS FACE- BAD THINGS",,"BANG HIM",,"PUSH HIM BACK",,"BREAK IT UP BY PUSHING THEM OUT OF","THE WAY","NOTHING ELSE",,"DO NOTHING- WATCH THEM FIGHT",,"IF ME COUSIN IS AROUND WE WOULD BANK THEM",,"CET",2,2,2,2,2,3,2,3,2,2,2,22,5,2,2/15/1998
"EA44171",8,"EA","I WOULD GO ASK SOMEBODY ELSE",,,"GO HOME AND PLAY WITH MY OWN BALL",,"MOVE AWAY FROM HIM",,"I WOULD HIT HIM BACK IF HE HITS ME",,"I WOULD NOT GIVE HIM MY MONEY AND MOVE AWAY FROM HIM",,"I WOULD ASK SOMEONE ELSE COULD I GET THE MONEY","FROM THEM SO I COULD GET AWAY FROM HIM","SAY TELL HIM TO SAY IT IN MY FACE","I AM NOT SCARED OF HIM","I WOULD SAY SOMETHING BEHIND HIS BACK",,"I WOULD PUSH HIM BACK",,"I WOULD WALK AWAY FROM HIM",,"BREAK IT UP BY MOVING THEM AWAY FRO","M EACH OTHER","IF THEY STILL WANT TO FIGHT I WOULD JUST LET T","HEM BECAUSE I DON'T WANT TO GET IN THEM","I WOULD BREAK IT UP BY GETTING MY SISTER TO HELP M","E BY GRABBING ASIA AND MY SISTER WOULD GRAB THE OTHER PERSON","IF IT IS TWO ON ONE I WOULD HELP ASIA FIGHT TH","EM","CET",5,5,5,2,5,5,3,3,2,5,7,5,7,2,6/15/1998
"EA44200",8,"EA","NOTHING, BE SAD",,,"DON'T KNOW",,"WALK AWAY FROM HIM",,"KEEP ON WALKING",,"WON'T GIVE IT TO HIM",,"IGNORE HIM",,"CROSS OVER ANOTHER STREET.",,"DON'T WORRY ABOUT IT",,"GET BACK IN LINE WHERE I WAS",,"GET OUT OF LINE AND WALK AWAY",,"BREAK IT UP",,"GO GET AN ADULT",,"GO GET AN ADULT",,"WALK YOUR FRIEND HOME",,"JAS",5,22,5,7,7,7,5,22,7,5,22,4,4,7,1/15/1997
"EA44213",8,"EA","I WOULDN'T DO ANYTHING TO HIM, I WOULD JUST GO AWAY",,,"I WOULD JUST STAY THERE AND ASK NICELY AGAIN",,"I WOULD JUST WALK AWAY FROM THEM AND GO INTO THE HOUSE",,"I WOULD JUST GO IN MY YARD AWAY FROM THEM",,"I WOULD SAY, ""NO""",,"I WOULD SAY NO TO HIM AND THEN JUST WALK AWAY","'FROM HIM AND GO HOME","I WOULD JUST TELL THE TEACHER",,"I WOULD JUST TELL THEM TO LEAVE ME ALONE",,"I WOULD JUST TELL THEM TO STOP","PUSHING ME OUT OF LINE","I WOULD JUST TELL THEM TO LEAVE ME ALONE OR","ELSE I AM GOING TO TELL THE TEACHER","I WOULD JUST BREAK IT UP, JUST SAY","""STOP STOP, DON'T DO THAT, IT IS WRONG TO FIGHT""","I'D SAY, ""IT IS WRONG TO FIGHT BECAUSE YOU","MIGHT HURT SOMEBODY""","I WOULD TELL MY FRIEND TO STOP THAT IT IS WRONG","TO FIGHT A LOT","I WOULD TELL THEM TO STOP FIGHTING BECAUSE IT","IS WRONG, YOU MIGHT HURT SOMEBODY","BEB",5,1,5,5,1,5,4,1,1,3,1,1,1,1,3/15/1998
"EA44249",8,"EA","GO AWAY.",,,"GO TELL HER MOTHER OR FATHER THAT SHE WON'T SHAR","E.","IF HE HIT ME, I'D HIT HIM BACK.",,"CRY.",,"SAY ""NO"" & IF HE TOOK IT I'D SAY ""GIVE IT BACK.""",,"CALL POLICE",,"TELL THE TEACHER, A PARENT, OR, O","R THEIR MOM AND DAD.","THROW STUFF AT THEM.",,"GO RUN TO A PARENT & GET MY SPA","CE BACK.","PUSH HIM BACK IF THAT DON'T WORK.",,"BREAK IT UP-TELL THEM ""STOP FIGHTIN","G""","TELL A PARENT OR POLICE.",,"TELL MY FRIEND STOP FIGHTING & GET IT OVER WITH.",,"WOULDN'T BE THEIR FRIEND NO MORE.",,"CXM",5,4,2,5,1,4,4,2,4,2,1,4,1,5,3/15/1999
"EA44254",8,"EA","ASK HIM PLEASE",,,"I'D TAKE IT",,"I'D DUCK.",,"HIT HIM BACK",,"HIT HIM",,"POP HIM",,"GO HOME",,"BANG HIM",,"PUSH HIM BACK",,"PUSH HIM BACK, DON'T KNOW NO MORE",,"IGNORE IT",,"TELL SOMEBODY, THEIR MOTHER IF I KNOW THEM",,"TELL THEIR MOTHER.",,"IGNORE IT.",,"KRW",1,2,5,2,2,2,5,2,2,2,5,4,4,5,12/15/1998
"EA44265",8,"EA","GO AWAY.",,,"BEAT HIM UP.",,"NOTHING, KEEP WALKING.",,"NOTHING.",,"SAY NO. I WOULDN'T GIVE IT TO HIM.",,"NOTHING ELSE.",,"NOTHING (?) TELL MY MOTHER SO SHE","WOULD COME UP TO SCHOOL AND FUSS AT HIM.","NOTHING.",,"I WOULD PUSH HIM BACK. THE I","WOULD BEAT HIM UP.","NOTHING.",,"NOTHING, KEEP WALKING.",,"NOTHING.",,"JUMP IN AND BEAT HIM UP.",,"NOTHING.",,"MPG",5,2,7,22,1,22,4,22,2,22,7,22,2,22,6/15/1997
"EA44282",8,"EA","I WOULD TELL HIM TO GIE MY BALL BACK",,,"HIT HIM IN HIS HEAD",,"KICK HIS BUTT IN HEAVEN",,"NOCK HIS BRAINS OUT",,"TELL THE KID ""I SAY NO""",,"PUNCH HIM IN HIS MOUTH",,"CALL THE POLICE",,"MAKE HIM GO TO THE HOSPITAL, AN AMBULANCE WILL","BE COMING AFTER HIM","TELL HIM GET IN OF THE LINE",,"GET MY COUSIN TO GET HIM",,"TELL THEM TO BREAK THE FIGHT UP- BE","FRIENDS","SWING THEM AROUND THE BUILDING AND MAKE THEM G","ET THEIR HEAD IN THE BUILDING","TELL THM SHUT THOSE BIG MOUTHS UP",,"TELL THEM IF YOU DON'T START FIGHTING I WILL T","ELL THIER PARENTS","CET",1,2,2,2,1,2,4,2,1,5,1,2,3,4,5/15/1998
"EA44298",8,"EA","SAY PLEASE,",,,"GO BUT ME ONE.",,"I WOULD WALK AWAY.",,"TALK TO HIM AND SAY ""WHAT ARE YOU SAD FOR?""",,"SMACK HIM IN HIS FACE.",,"SAY THAT I DON'T HAVE NONE AND THEN PUT IT IN","THE MACHINE AND GET THE SODA.","I WOULD SAY STOP CALLING ME NAMES","STICKS AND STONES MAY BREAK MY BONES BUT NAMES WILL NEVER HURT ME.","MAKE UP NASTY NAMES BEHIND HIS BACK.",,"GET BACK UP AND PUSH HIM OUT.",,"JUMP IN FRONT OF HIM AND PUSH HIM.",,"BREAK IT UP BY PUSHING THEM APART.",,"I WOULD GO CALL MY BROTHER AND ASK HIM TO HELP","ME PLEASE BREAK UP THE FIGHT.","I WOULD HELP HIM FIGHT.",,"I WOULD ASK FOR SOME HELP FROM MY NEXT BEST FR","IEND. TO HELP WITH THE BATTLE.","KRW",1,5,5,1,2,7,1,3,2,2,7,4,2,4,3/15/1999
"EA44302",8,"EA","ASK ANOTHER PERSON.",,,"GO TO STORE AND BUY MY OWN BALL.",,"GET OUT OF THE WAY.",,"WALK FASTER.",,"RUN.",,"IW OULD NOT GIVE HIM MY MONEY.  I WOULD WALK O","FF OR SAY PICK ON SOMEBODY YOUR OWN SIZE.","TELL HIM STOP SAYING IT CAUSE ITS","NOT TRUE.","TELL HIM TO STOP SAYING STUFF ABOUT ME.",,"I WOULD TELL HIM DON'T PUSH ME.",,"TELL HIM NEXT TIME YOU WANT WATER DON'T PUSH M","E, GET IN LINE.","BREAK IT UP AND TELL THEM TO STOP","PUSHING AND HITTING EACH OTHER,","TELL THEM YOU MIGHT GET TIME OUT.",,"TELL MY FRIEND TO STOP HITTING.",,"I WOULD TELL HER TO COME ON AND GO SOMEWHERE E","LSE.","KRW",,,,,,,,,,,,,,,10/15/1999
"EA44310",8,"EA","TAKE IT FROM HIM",,,"I DONT KNOW",,"IF THEY HIT ME, HIT HIM BACK",,"DONT KNOW, CANNOT THINK OF ANYTHING",,"GIVE IT TO HIM",,"DONT KNOW",,"TELL THE TEACHER",,"DONT KNOW",,"I'D PUSH HIM BACK OUT OF THE","LINE","GET BACK IN LINE",,"BREAK UP THE FIGHT",,"THEY WOULD SIT DOWN (?)",,"MAKE THE PERSON SIT DOWN",,"DONT KNOW, MAKE THE PERSON SIT DOWN",,"S B",2,22,2,22,5,22,4,22,2,5,22,22,22,22,7/15/1997
"EA44351",8,"EA","GO ASK SOMEBODY ELSE",,,"JUST WAIT UNTIL THE BASKETBALL TEAMS BEGIN SO","I CAN PLAY","I WOULD ASK THE PERSON IF THEY WERE FEELING ANGRY",,"WALK AWAY AND LEAVE HIM ALONE UNTIL HE CALM","DOWN","I WOULD TELL THE PERSON ""NO, I DON'T HAVE NOTHING""",,"TELL THEM TO LEAVE ME ALONE OR GO TO A","GROWN-UP","GO TO THAT PERSON AND TELL THAT","PERSON TO STOP","TELL THEM IF YOU KEEP DOING THAT I AM GOING","TO GET VERY ANGRY AND NOT WANT TO BE YOUR FRIEND ANYMORE","I WOULD TELL THAT PERSON TO","GET BACK WHERE HE WAS","I WOULD GET BACK WHERE I WAS OR GO TELL A","GROWN-UP","GO AND BREAK UP THE FIGHT, BY PULLI","NG MY PERSON BACK AND MY FRIEND WILL PULL THE OTHER PERSON BACK","IF THEY DIDN'T STOP, THEN I WOULD GO AND","TELL A GROWN-UP","I WOULD TELL MY FRIEND TO CALM DOWN OR YOU WILL","GET INTO TROUBLE","GO TELL A GROWN-UP THAT I CANNOT STOP THEM","FROM FIGHTING","BEB",5,5,1,5,1,1,1,3,1,7,7,4,1,4,2/15/1998
"EA44368",8,"EA","BANG HIM, HIT HIM AND THEN TAKE THE BALL",,,"PUNCH HIM IN HIS LEG AND BANG HIM IN THE FACE",,"TRIP HIM, STICK HIM IN THE LEG WITH A PEN",,"HIT HIM WITH A BAT",,"GET A POLICE TO LOCK HIM UP, AND ARREST HIM",,"TELL MY FATHER SO HE WILL HIT HIM WITH A BAT",,"BANG HIM, GET A BAT, TELL MY GRAN","DFATHER TO GET A KNIFE AND STAB HIM","MY GRANDFATHER WOULD MURDER HIM",,"POP HIM , PUSH HIM TO THE","FLOOR","GET MY DOG TO BITE HIM",,"STICK THE BOY WITH A NEEDLE",,"STICK HIM WITH A PEN AND TAKE HIS EYE OUT",,"STOP THEM BREAK IT UP AND PULL THEM APART",,"PUSH MY FRIEND IN THE DIRT AND PUT WATER ON HI","M","BEB",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2/15/1998
"EA44379",8,"EA","I WOULD WAIT UNTIL SOMEBODY ELSE LOANED ME THEIR BALL, ASK SOMEONE ELSE",,,"ASK MY FRIENDS IF THEY WOULD LOAN ME THEIR BALL",,"TRY TO GET AWAY FROM THEM",,"ASK THEM ""WHATS THE MATTER, WHY DO YOU LOOK SO","MAD?'","TELL HIM NO",,"GET OUT OF LINE AND GO TO THE END OF THE LINE",,"TRY TO STAY AWAY FROM HIM",,"JUST NOT PAY ANY ATTENTION TO HIM",,"PUSH HIM BACK",,"GO GET AN ADULT TO HELP ME",,"I WOULD GO GET AN ADULT, TO STOP TH","EM","I WOULD TRY TO STOP THEM, TRY TO PUSH THEM","AWAY FROM EACH OTHER","I WOULD HELP MY FRIEND, BY PUSHING THE OTHER GUY","DOWN","TRY TO STOP THEM FROM FIGHTING BY PUSHING ONE","AWAY AND MAKING SURE THE OTHER ONE DOESN'T COME BACK TO START FIGHTING AGAIN","BEB",5,5,5,1,1,5,5,5,2,4,4,7,2,7,8/15/1997
"EA44396",8,"EA","I WOULD PRETEND TO HAVE A BALL.",,,"MAKE A PAPER BALL.",,"WALK AWAY.",,"TELL HIM DON'T DO IT.",,"I WOULDN'T GIVE IT TO HIM.  I WOULD SAY THIS IS MY MONEY.",,"I WOULD SAY MY MOTHER GAVE THIS TO ME FOR SPEN","DING MONEY.","TELL A GROWN UP.",,"TELL HIM TO BE KIND TO EACH OTHER.",,"I WOULD TELL HIM ""YOU GOT IN FR","ONT OF ME"".","TELL A GROWN UP.",,"TELL THEIR PARENTS.",,"TELL THEM TO STOP.",,"TELL THEIR TEACHER.",,"TELL THEM TO STOP OR TELL THEIR PARENTS.",,"KRW",5,5,5,1,7,1,4,1,1,4,4,1,4,1,9/15/1998
"EA44404",8,"EA","ASK AGAIN",,,"TRICK HIM, TELL HIM TO LOOK AT THE AIRPLANE AND","THEN TAKE IT.","RUN.",,"FIGHT.",,"SAY NO.",,"RUN",,"FIGHT",,"TELL HIM TO LOOKUP IN THE SKY AND THEN RUN.",,"PUSH HIM ON THE GROUND.",,"GO SOMEWHERE ELSE TO GET WATER.",,"TELL THEM TO STOP FIGHTING.",,"BREAK THEM UP BY PUSHING THEM BACK FROM EACH O","THER.","TALK TO THEM.",,"TELL THEM TO STOP FIGHTING.",,"KRW",1,2,5,2,1,5,2,5,2,5,1,7,22,1,9/15/1998
"EA44481",8,"EA","LEAVE HIM ALONE",,,"GO TO ANOTHER BOY AND ASK HIM",,"LOOK BACK",,"IF HE HIT ME I WOULD HIT HIM BACK",,"SAY NO",,"SAY NO AND TRY AND GET IN FRONT OF LINE SO I C","AN BUY MY SODA REAL QUICK","SAY THINGS BEHIND HIS BACK",,"JUST LEAVE IT ALONE",,"PUSH HIM BACK",,"HIT HIM; GET IN FRONT OF HIM AGAIN",,"TRY TO BREAK IT UP; GET OTHERS TO H","ELP ME","JUST LEAVE IT ALONE AND LET THEM FIGHT",,"ASK THEM WHAT IS GOING ON",,"IF THEY HAD TWO PEOPLE ON THE OTHER SIDE I MIG","HT STICK UP FOR MY FRIEND","CXM",5,5,22,2,1,7,3,5,2,2,4,5,1,22,2/15/1999
"EA44528",8,"EA","I WOULD JUST WALK AWAY.",,,"TELL THE BASKETBALL COACH.",,"I WOULD JUST RUN.",,"IF HE DID HIT ME I COULD TELL THE PARENTS.",,"I SAY NO.",,"GO TO ANOTHER STORE AND LET HIM STAY THERE.",,"I WOULD JUST TELL ANYBODY, LIKE H","IS MOTHER AND FATHER OR AUNT OR GRANDMOTHER.","I COULD SAY I'M NOT WHAT EVER HE CALLED ME I'M","THE PERSON I AM.","I WOULD JUST GET AT THE END.",,"I COULD JUST GET IN FRONT OF HIM.",,"TRY TO BREAK IT UP BY GETTING IN TH","E MIDDLE OF BOTH OF THEM WHEN THEY START TO HIT TO BREAK IT UP.","LET THEM FIGHT AND DON'T GET IN THEIR WAY.",,"SAY DON'T LET HIM PUSH YOU AROUND LIKE THAT HIT HI","M BACK.","LET THEM FIGHT.",,"KRW",5,4,5,4,1,5,4,1,5,7,7,5,3,1,4/15/1999
"EA45034",8,"EA","SAY ""PLEASE""",,,"GO GET MY OWN BALL",,"WALK AWAY",,"HIT HIM",,"SAY ""NO""",,"RUN",,"HIT HIM",,"WALK AWAY",,"PUSH HIM JBACK",,"TELL MY MOTHER SO SHE CAN HELP",,"BREAK IT UP- TELL THEM TO STOP FIGH","TING","ASK MY FATHER IF HE COULD HELP BREAK IT UP.",,"TELL THEM TO STOP FIGHTING",,"PUSH THEM BOTH AND TELL THEM TO STOP FIGHTING.",,"CET",1,5,5,2,1,5,2,5,2,4,1,4,1,7,1/15/1998
"EA45041",8,"EA","I WOULD TELL MY MOTHER TO GIVE ME SOME MONEY TO BUY A BASKETBALL",,,"SAY ""PLEASE""",,"I WOULD SAY ""WHAT'S WRONG""",,"I WOULD MAKE HIM FEEL BETTER- BE HIS FRIEND",,"I WOULD SAY ""NO""",,"I WOULD CALL THE POLICE TO HELP",,"I WOULD SAY ""STOP""",,"I WOULD TELL MY MOTHER SO SHE COULD HELP",,"PUSH HIM BACK HARD",,"I WOULD TAKE HIS HAND OFF THE WATER FOUNTAIN (","PUSH HIM HARD)","GO OVER THERE AND TELL THEM TO STOP","FIGHTING","TELL THEM TO SHAKE HANDS",,"I WOULD TELL MY FRIEND TO BREAK IT UP (STOP FIGHTI","NG)","I WOULD TELL MY FRIEND TO WALK AWAY",,"CET",4,1,1,6,1,4,1,4,2,2,1,1,1,1,1/15/1998
"EA45057",8,"EA","YOU WOULD INVITE HIM TO BE IN THE GAME WITH ME.","YOU WOULD SAY PLEASE",,"GO BUY A BALL",,"HIT HIM BACK",,"RUN ANYWHERE",,"SAY NO",,"PUSH HIM THEN RUN ANYWHERE",,"BEAT HIM UP",,"BEAT HIM UP AND RUN HOME AND TELL MY MOM WE HA","D A HALF A DAY","PUSH HIM BACK ON THE FLOOR AND","TELL HIM TO WAIT IN LINE","BANG HIM IN THE MOUTH",,"BREAK IT UP BY RUNNING IN THE MIDDL","E OF THE FIGHT AND SAY STOP FIGHTING","TELL ONE OF THE KIDS TO GO WITH ME ON THE SWIN","G","JUMP IN AND FIGHT",,"NOTHING",,"BEB",6,5,2,5,1,2,2,2,2,2,7,1,2,22,8/15/1996
"EA45062",8,"EA","TRY TO GO OUT AND BUY A BALL",,,"IF SOMEONE ELSE WAS THERE I WOULD ASK THEM TO HE","OLD THEIR BALL WHEN THEY WERE FINISHED WITH IT","IF IT WAS SOMEBODY I KNEW, I WOULD ASK WHAT WAS WRONG WITH THEM.  IF THEY HE","IT ME I WOULD ASK WHY","WALK AWAY",,"IF SOMEONE WAS WITH ME I WOULD HAVE THEM GO ASK FOR HELP",,"GIVE THEM SOME OF MY MONEY",,"I WOULD ASK THE PERSON HE TOLD AB","OUT THE STORIES & I WOULD ASK THE PERSON WHO SAID STORIES WHY THEY DID IT","I WOULD ASK WHY THEY MADE THEM UP BEHIND MY BA","CK","I ASK HIM WHY THEY PUSHED ME OU","T OF LINE","I WOULD JUST GO TO MY HOUSE AND GET A DRINK OF","WATER","I WOULD TELL AN ADULT OR THEIR PARE","NTS THAT THEY ARE FIGHTING","I WOULD ASK SOMEONE WHO WAS THERE WHY THEY STA","RTED FIGHTING & WOULD TRY TO BREAK IT UP BY TALKING TO THEM &NOT GETTING HIT","ASK MY FRIEND (KEARA) WHY SHE WAS FIGHTING & I WOU","LD TRY AND TALK IT OUT WITH THE OTHER KID","IF KEARA'S PARENTS WERE THERE I WOULD TELL THE","M THAT SHE WAS FIGHTING SO THEY COULD HELP","CET",5,5,1,5,4,6,1,1,1,5,4,1,1,4,10/15/1997
